210,0.863905,24674,315,169
211,0.849398,23406,307,166
212,0.888889,23328,306,162
213,0.869565,22540,301,161
214,0.863354,22379,300,161
215,0.863354,22379,300,161
216,0.79878,21484,295,164
217,0.80625,20640,289,160
218,0.923077,12636,225,117
219,0.930435,12305,222,115
220,0.929204,11865,218,113
221,0.902655,11526,215,113
222,0.81295,15707,252,139
223,0.66129,10168,206,124
224,0.80198,8181,182,101
225,0.80198,8181,182,101
226,0.856,13375,232,125
227,0.923913,7820,177,92
228,1,7396,172,86
229,1.01176,7310,171,85
230,1.0375,6640,163,80
231,1.10526,6384,160,76
232,1.17568,6438,161,74
233,1.25,6480,162,72
234,1.16901,5893,154,71
235,1.1831,5964,155,71
