111,0.388724,44147,468,337
112,0.392749,43030,461,331
113,0.393939,42900,460,330
114,0.390769,41275,452,325
115,0.393846,41600,453,325
116,0.401254,40832,447,319
117,0.405063,40448,444,316
118,0.396166,38812,437,313
119,0.403226,38750,435,310
120,0.415033,38862,433,306
121,0.417219,38052,428,302
122,0.421405,37674,425,299
123,0.43299,36666,417,291
124,0.440559,36036,412,286
125,0.451613,35154,405,279
126,0.463235,34272,398,272
127,0.486692,33664,391,263
128,0.496154,33540,389,260
129,0.53629,32984,381,248
130,0.560166,32535,376,241
131,0.56962,31995,372,237
132,0.605263,31464,366,228
133,0.615044,31414,365,226
134,0.626667,31725,366,225
135,0.652778,30456,357,216
136,0.69378,30305,354,209
137,0.721951,30340,353,205
138,0.703704,32832,368,216
139,0.785,31400,357,200
140,0.795812,29032,343,191
141,0.805263,29070,343,190
142,0.843243,28860,341,185
143,0.865922,27745,334,179
144,0.846995,28365,338,183
145,0.835106,29516,345,188
146,0.908046,27492,332,174
147,0.890805,26970,329,174
148,0.896552,27144,330,174
149,0.829787,29328,344,188
150,0.892045,27632,333,176
151,0.912791,27004,329,172
152,0.903409,27984,335,176
153,0.849462,29388,344,186
154,0.858696,29072,342,184
155,0.884615,29302,343,182
156,0.873626,28938,341,182
157,0.95,30780,351,180
158,0.916667,29700,345,180
159,0.971264,29406,343,174
160,0.934783,31648,356,184
161,0.933702,30589,350,181
162,0.961326,31494,355,181
163,1.04142,29744,345,169
164,1.04734,29913,346,169
165,0.672316,21063,296,177
166,0.721893,20618,291,169
167,0.674286,20650,293,175
168,0.7,20230,289,170
169,0.682081,20414,291,173
170,0.66474,19895,288,173
171,0.447205,11592,233,161
172,0.710843,19588,284,166
173,0.528736,16008,266,174
174,0.409091,12672,248,176
175,0.505556,16380,271,180
176,0.592593,15552,258,162
177,0.873684,31540,356,190
178,0.868421,31350,355,190
179,0.911458,33600,367,192
