40,1.86885,6954,175,61
47,1.59091,6930,171,66
51,1.6129,6200,162,62
54,2.76536,88605,674,179
61,0.426036,12168,241,169
62,0.540323,8308,191,124
63,0.436464,14299,260,181
64,0.307229,8466,217,166
65,0.464706,13430,249,170
66,1.4,64715,516,215
67,0.420765,14091,260,183
68,0.685446,31098,359,213
69,0.484277,12243,236,159
70,0.559441,11440,223,143
71,0.529412,12393,234,153
72,0.510067,11324,225,149
73,0.544828,11455,224,145
74,0.531034,11165,222,145
75,0.564286,11060,219,140
76,0.589928,11398,221,139
77,0.643836,13724,240,146
78,0.585034,12642,233,147
79,0.645833,13392,237,144
80,0.951389,19728,281,144
81,0.802326,23736,310,172
82,0.965035,19734,281,143
83,0.875776,22701,302,161
84,0.898734,22436,300,158
85,0.967742,23250,305,155
86,0.795775,16046,255,142
87,0.79021,16159,256,143
88,0.851064,16920,261,141
89,0.993007,20306,285,143
90,1.02174,19458,279,138
91,1.10526,19551,280,133
92,0.954248,22338,299,153
93,1.07634,18471,272,131
94,1.10853,18447,272,129
95,1.112,17375,264,125
96,1.112,17375,264,125
97,1.18699,17958,269,123
98,1.17355,17182,263,121
99,1.14167,16440,257,120
100,1.15833,16680,259,120
101,1.17797,16402,257,118
102,1.16949,16284,256,118
103,1.19492,16638,259,118
104,1.24786,17082,263,117
105,1.24576,17346,265,118
106,1.26957,16790,261,115
107,1.29204,16498,259,113
108,1.2439,18819,276,123
109,1.45714,16065,258,105
110,1.45794,16692,263,107
111,1.46667,16170,259,105
112,1.69231,14014,245,91
113,1.57831,10873,214,83
114,1.65823,10349,210,79
115,1.9125,12240,233,80
116,1.98734,12403,236,79
117,1.9375,12400,235,80
118,2.07895,12008,234,76
119,2.09333,11775,232,75
120,2.23944,11289,230,71
121,2.0303,8844,200,66
122,2.35821,10586,225,67
123,2.01282,12246,235,78
124,2.71264,20532,323,87
125,1.9,9310,203,70
126,1.86301,9928,209,73
127,1.72727,10241,210,77
128,1.85526,10716,217,76
129,1.775,11360,222,80
130,1.87654,12312,233,81
131,1.91667,13524,245,84
132,1.55294,11220,217,85
133,1.525,9760,202,80
134,1.59722,8280,187,72
135,1.58333,8208,186,72
136,1.6,7840,182,70
137,1.64706,7616,180,68
138,1.64384,8760,193,73
139,1.72857,8470,191,70
140,1.70149,7638,181,67
141,1.72727,7524,180,66
142,1.84848,8052,188,66
143,1.70588,7888,184,68
144,1.6,7840,182,70
145,1.59722,8280,187,72
146,1.71233,9125,198,73
147,1.61039,9548,201,77
148,1.5125,9680,201,80
149,1.46835,9164,195,79
150,1.36585,9184,194,82
151,2.81818,27621,378,99
152,1.48193,10209,206,83
153,2.61616,25641,358,99
154,1.27174,10764,209,92
155,1.10989,9191,192,91
156,1.22619,8652,187,84
157,1.19048,8400,184,84
158,2.76238,28179,380,101
159,1.55128,9438,199,78
161,1.49123,4845,142,57
162,1.44068,5015,144,59
163,1.43939,6270,161,66
164,1.41538,5980,157,65
165,1.51563,6208,161,64
166,1.51563,6208,161,64
167,1.65152,7194,175,66
168,1.50769,6370,163,65
169,1.47826,7038,171,69
170,1.49296,7526,177,71
171,2.84722,14760,277,72
172,1.1125,7120,169,80
173,1.26582,7900,179,79
174,1.43056,7416,175,72
176,1.82857,8960,198,70
180,1.37879,6006,157,66
186,1.87097,7192,178,62
187,1.75385,7410,179,65
190,1.60294,7412,177,68
191,1.46875,6016,158,64
192,1.35714,9576,198,84
193,1.33333,11532,217,93
194,1.22917,11328,214,96
195,1.13462,12272,222,104
196,1.12037,13068,229,108
197,1.0991,13542,233,111
198,1.06897,14384,240,116
199,1.0082,15006,245,122
