40,0.313043,4140,151,115
41,0.290598,3978,151,117
42,0.261194,4690,169,134
43,0.245283,6201,198,159
44,0.302632,6992,198,152
45,0.26087,6762,203,161
46,0.264925,19028,339,268
47,0.330317,16133,294,221
48,0.336323,16725,298,223
49,0.303704,22140,352,270
50,0.277992,18648,331,259
51,0.301961,19635,332,255
52,0.310484,19096,325,248
53,0.322314,18876,320,242
54,0.348018,17933,306,227
55,0.346491,18012,307,228
56,0.362385,17222,297,218
57,0.379147,16880,291,211
58,0.37619,16590,289,210
59,0.375,16224,286,208
60,0.386139,15756,280,202
61,0.588889,19080,286,180
62,0.4875,12480,238,160
63,0.458333,12936,245,168
64,0.414508,15440,273,193
65,0.434783,14720,264,184
66,0.461111,14940,263,180
67,0.424242,16632,282,198
68,0.475138,15566,267,181
69,0.428571,16464,280,196
70,0.494444,16020,269,180
71,0.497207,15931,268,179
72,0.505495,16744,274,182
73,0.486339,16287,272,183
74,0.497354,17766,283,189
75,0.536723,16815,272,177
76,0.548571,16800,271,175
77,0.558824,16150,265,170
78,0.586826,16366,265,167
79,0.606061,16500,265,165
80,0.616766,17201,270,167
81,0.740506,18486,275,158
82,0.730769,17784,270,156
83,0.818792,18178,271,149
84,0.836601,19584,281,153
85,0.914286,17920,268,140
86,1.0292,19317,278,137
87,0.87395,12376,223,119
88,1,20736,288,144
89,0.971963,11128,211,107
90,1.03922,10812,208,102
91,1.06931,10908,209,101
92,1.09,10900,209,100
93,1.06122,10192,202,98
94,1.45217,19205,282,115
95,1.14737,10355,204,95
96,1.09574,9682,197,94
97,1.09474,9880,199,95
98,1.11765,20672,288,136
99,1.11702,9870,199,94
100,1.11828,9672,197,93
101,1.11702,9870,199,94
102,1.05102,10094,201,98
103,1.13333,9180,192,90
104,1.13187,9373,194,91
105,1.06522,9016,190,92
106,1.06593,8827,188,91
107,1.03226,8928,189,93
108,1.05376,9114,191,93
109,1.02062,9603,196,97
110,1.05435,8924,189,92
111,1.12644,8526,185,87
112,0.989362,8742,187,94
113,1.05618,8366,183,89
114,1.23077,7488,174,78
115,1.26667,7125,170,75
116,1.34722,6984,169,72
117,1.2973,7104,170,74
118,1.27273,7546,175,77
119,1.2439,8364,184,82
120,1.19481,7084,169,77
121,1.08247,10185,202,97
122,1.21053,10925,210,95
123,1.2,9720,198,90
124,1.10204,10584,206,98
125,3.72727,64944,624,132
126,1.45098,15096,250,102
127,2.0292,38086,415,137
128,1.0297,10504,205,101
129,1.26168,14445,242,107
130,0.981651,11663,216,109
131,0.954955,11766,217,111
132,0.938053,11978,219,113
133,0.922414,12412,223,116
134,0.913793,12296,222,116
135,0.940171,12870,227,117
136,0.947368,12312,222,114
137,1.08333,12636,225,108
138,1.11111,12960,228,108
139,1.07143,13440,232,112
140,1.11818,13530,233,110
141,1.15596,13734,235,109
142,1.19231,12896,228,104
143,1.21359,12875,228,103
144,1.26263,12375,224,99
145,1.30303,12771,228,99
146,1.30526,11780,219,95
147,1.47778,11970,223,90
148,1.38889,11250,215,90
149,1.44186,10664,210,86
150,1.4881,10500,209,84
151,1.5679,10287,208,81
152,2.13953,15824,270,86
153,2.84536,26772,373,97
154,1.4023,10614,209,87
155,1.44186,10664,210,86
156,4.85149,49490,591,101
157,1.39773,10824,211,88
158,1.43023,10578,209,86
159,1.55172,11745,222,87
160,1.44048,10164,205,84
161,1.30851,11562,217,94
162,1.40909,10912,212,88
163,1.45882,10540,209,85
164,1.47674,10922,213,86
165,2.82178,28785,386,101
166,1.3956,11557,218,91
167,1.57955,12232,227,88
168,1.53125,14112,243,96
169,2.81818,27621,378,99
170,1.60417,14784,250,96
171,1.82609,15456,260,92
172,1.39583,12864,230,96
173,1.35417,12480,226,96
174,1.39796,13426,235,98
175,1.27551,12250,223,98
176,1.23684,7144,170,76
177,1.27368,11495,216,95
178,0.969388,9310,193,98
179,1.1375,7280,171,80
180,1.0875,6960,167,80
181,1.45455,6336,162,66
182,1.26866,5695,152,67
184,1.54545,4675,140,55
185,0.988636,7656,175,88
187,0.987805,6642,163,82
189,1.37097,5270,147,62
190,1.21053,6992,168,76
191,1.32836,5963,156,67
195,1.40789,8132,183,76
196,1.06757,5846,153,74
199,1,5929,154,77
200,0.986842,5700,151,76
201,0.973684,5624,150,76
204,1.54054,8436,188,74
205,1.13889,5904,154,72
206,0.962025,6004,155,79
207,0.949367,5925,154,79
213,0.936709,5846,153,79
214,0.916667,6468,161,84
215,0.903226,7812,177,93
216,1,8281,182,91
217,0.913978,7905,178,93
218,0.864583,7968,179,96
219,0.939394,9207,192,99
220,0.858586,8415,184,99
221,0.816327,7840,178,98
222,1.94074,35370,397,135
223,0.95098,9894,199,102
224,1.84783,35190,393,138
225,0.719298,9348,196,114
231,2.17822,22220,321,101
248,0.811111,6570,163,90
