0.304688,4992,167,128
0.248705,9264,241,193
0.279188,10835,252,197
0.29064,11977,262,203
0.295567,12180,263,203
0.316832,12928,266,202
0.307692,13312,272,208
0.321782,13130,267,202
0.357843,14892,277,204
0.366337,14948,276,202
0.397059,16524,285,204
0.409756,17220,289,205
0.416268,18183,296,209
0.415094,18656,300,212
0.382488,18011,300,217
0.386047,17845,298,215
0.38785,17762,297,214
0.395349,18275,300,215
0.388889,18144,300,216
0.388128,18615,304,219
0.391705,18445,302,217
0.392694,18834,305,219
0.380734,18094,301,218
0.378995,18177,302,219
0.372727,18040,302,220
0.347458,19352,318,236
0.370536,18592,307,224
0.367713,18286,305,223
0.363636,19404,315,231
0.376623,20097,318,231
0.376068,20592,322,234
0.347826,22264,341,253
0.339768,22792,347,259
0.346154,23400,350,260
0.332155,26602,377,283
0.334507,26980,379,284
0.328671,26884,380,286
0.322917,26784,381,288
0.321678,26312,378,286
0.325088,26036,375,283
0.328622,26319,376,283
0.333333,26508,376,282
0.335689,26885,378,283
0.333333,26508,376,282
0.336879,26790,377,282
0.338078,26695,376,281
0.343972,27354,379,282
0.359155,28968,386,284
0.382456,31065,394,285
0.385159,30847,392,283
0.384083,32079,400,289
0.375839,33376,410,298
0.379538,34845,418,303
0.382353,35802,423,306
0.379085,35496,422,306
0.372549,34884,420,306
0.374593,35305,422,307
0.369281,34578,419,306
0.386139,35451,420,303
0.38141,37128,431,312
0.382166,37680,434,314
0.371429,36855,432,315
0.369085,37089,434,317
0.388013,38991,440,317
0.347962,35409,430,319
0.338462,35750,435,325
0.338509,35098,431,322
0.332317,35752,437,328
0.342508,36624,439,327
0.356707,38376,445,328
0.333333,36963,444,333
0.337386,36519,440,329
0.350453,38396,447,331
0.353474,38727,448,331
0.344311,38410,449,334
0.358663,38822,447,329
0.356495,39058,449,331
0.370821,40138,451,329
0.388379,41529,454,327
0.410494,43092,457,324
0.361905,3990,143,105
0.342857,3780,141,105
0.180905,7164,235,199
0.225,9000,245,200
0.232673,9494,249,202
0.236967,10550,261,211
0.258537,10865,258,205
0.246445,10972,263,211
0.259804,10812,257,204
0.286408,12154,265,206
0.36715,15732,283,207
0.321951,13530,271,205
0.36019,16036,287,211
0.317536,14137,278,211
0.308756,14539,284,217
0.378505,17334,295,214
0.35023,16492,293,217
0.362385,17222,297,218
0.408257,19402,307,218
0.415525,19929,310,219
0.391892,19314,309,222
0.386364,18700,305,220
0.389908,18530,303,218
0.389908,18530,303,218
0.38009,18564,305,221
0.370044,19068,311,227
0.373333,18900,309,225
0.373333,18900,309,225
0.38326,19749,314,227
0.365217,19320,314,230
0.369565,19550,315,230
0.364407,20296,322,236
0.364407,20296,322,236
0.350806,21576,335,248
0.379447,24288,349,253
0.333333,21675,340,255
0.377432,24929,354,257
0.393822,26418,361,259
0.384615,26000,360,260
0.362007,28179,380,279
0.362007,28179,380,279
0.357895,29070,387,285
0.343537,29694,395,294
0.31058,26663,384,293
0.309764,27324,389,297
0.328671,26884,380,286
0.372822,30709,394,287
0.383275,31570,397,287
0.381944,31680,398,288
0.404181,33292,403,287
0.369338,30422,393,287
0.427083,35424,411,288
0.439024,36162,413,287
0.458333,38016,420,288
0.434641,40698,439,306
0.475694,39456,425,288
0.482639,40032,427,288
0.447917,37152,417,288
0.489583,40608,429,288
0.422078,40040,438,308
0.446309,39634,431,298
0.460751,39555,428,293
0.45,40500,435,300
0.462329,39420,427,292
0.450512,38676,425,293
0.465753,39712,428,292
0.399399,44289,466,333
0.390533,44616,470,338
0.420588,48620,483,340
0.391813,45828,476,342
0.426087,50715,492,345
0.417143,51100,496,350
0.372654,51847,512,373
0.376694,51291,508,369
0.372703,54102,523,381
0.379679,53108,516,374
0.375328,54483,524,381
0.382199,55772,528,382
0.376623,55825,530,385
0.387597,58050,537,387
0.392208,58135,536,385
0.4047,59365,538,383
0.41039,60830,543,385
0.42328,60480,538,378
0.421875,62208,546,384
0.428947,61940,543,380
0.42228,62918,549,386
0.426735,64574,555,389
0.428205,65130,557,390
0.416459,66967,568,401
0.433673,66640,562,392
0.424242,66528,564,396
0.4175,66800,567,400
0.409877,67230,571,405
0.401961,66912,572,408
0.394673,67319,576,413
0.390361,67230,577,415
0.395181,68060,579,415
0.404819,69720,583,415
0.412048,70965,586,415
0.416867,71795,588,415
0.431325,74285,594,415
0.450602,77605,602,415
0.46506,80095,608,415
0.493976,85075,620,415
0.493976,85075,620,415
0.513253,88395,628,415
0.180851,6392,222,188
0.174603,6237,222,189
0.184211,6650,225,190
0.185185,6615,224,189
0.206349,7371,228,189
0.216495,8148,236,194
0.225641,8580,239,195
0.237374,9306,245,198
0.282178,11514,259,202
0.2657,11385,262,207
0.284314,11832,262,204
0.311321,13992,278,212
0.299517,12834,269,207
0.31401,13455,272,207
0.323671,13869,274,207
0.29646,15142,293,226
0.322275,14348,279,211
0.34434,15476,285,212
0.353774,15900,287,212
0.346847,17094,299,222
0.358491,16112,288,212
0.35023,16492,293,217
0.413953,19135,304,215
0.414747,19530,307,217
0.401826,19272,307,219
0.395455,19140,307,220
0.410959,19710,309,219
0.391111,19800,313,225
0.391892,19314,309,222
0.393665,19227,308,221
0.379464,19040,309,224
0.376106,19210,311,226
0.384956,19662,313,226
0.382222,19350,311,225
0.379913,19923,316,229
0.382609,20240,318,230
0.382609,20240,318,230
0.381974,20737,322,233
0.364754,21716,333,244
0.335878,23056,350,262
0.346304,22873,346,257
0.348837,23220,348,258
0.344697,24024,355,264
0.32967,24570,363,273
0.341912,25296,365,272
0.344444,25110,363,270
0.326241,25944,374,282
0.317073,26117,378,287
0.327526,26978,381,287
0.315068,26864,384,292
0.320557,26404,379,287
0.320557,26404,379,287
0.324042,26691,380,287
0.334495,27552,383,287
0.332168,27170,381,286
0.341463,28126,385,287
0.36014,29458,389,286
0.34965,28600,386,286
0.381119,31174,395,286
0.381119,31174,395,286
0.398601,32604,400,286
0.409091,33462,403,286
0.412587,33748,404,286
0.393548,37820,432,310
0.371795,36192,428,312
0.407051,39624,439,312
0.370253,36972,433,316
0.382911,38236,437,316
0.425868,42795,452,317
0.427586,35960,414,290
0.460208,38437,422,289
0.437288,38055,424,295
0.418367,36162,417,294
0.458333,38016,420,288
0.37386,40467,452,329
0.379518,41832,458,332
0.393393,43623,464,333
0.391691,44484,469,337
0.388889,45486,475,342
0.396501,46648,479,343
0.394203,46920,481,345
0.39255,47813,486,349
0.390313,48087,488,351
0.394444,51120,502,360
0.39071,52338,509,366
0.398907,53436,512,366
0.389333,54750,521,375
0.384211,55480,526,380
0.390501,56092,527,379
0.397906,58064,534,382
0.410995,59974,539,382
0.401042,59136,538,384
0.397959,61152,548,392
0.394937,61620,551,395
0.408629,63434,555,394
0.413706,64222,557,394
0.418782,65010,559,394
0.42132,65404,560,394
0.426396,66192,562,394
0.428934,66586,563,394
0.436548,67768,566,394
0.40678,5664,166,118
0.4,6250,175,125
0.409836,6100,172,122
0.408333,5880,169,120
0.422764,6396,175,123
0.427419,6572,177,124
0.427419,6572,177,124
0.439024,6642,177,123
0.424,6625,178,125
0.424,6625,178,125
0.432,6750,179,125
0.414063,6784,181,128
0.428571,6804,180,126
0.417323,6731,180,127
0.415385,7020,184,130
0.407692,6890,183,130
0.409091,7128,186,132
0.37415,8085,202,147
0.424242,7392,188,132
0.398649,8732,207,148
0.38255,8493,206,149
0.377483,8607,208,151
0.575163,13464,241,153
0.457516,10710,223,153
0.580645,13950,245,155
0.579618,14287,248,157
0.561728,14742,253,162
0.554878,14924,255,164
0.560694,16781,270,173
0.52809,16732,272,178
0.487437,19303,296,199
0.463303,22018,319,218
0.461187,22119,320,219
0.422764,25584,350,246
0.421053,25688,351,247
0.428571,25725,350,245
0.41502,26565,358,253
0.377953,24384,350,254
0.39759,24651,348,249
0.400794,25452,353,252
0.308642,18225,318,243
0.304527,17982,317,243
0.320346,17094,305,231
0.310345,16704,304,232
0.296943,15572,297,229
0.295652,15640,298,230
0.294372,15708,299,231
0.298246,15504,296,228
0.297071,16969,310,239
0.307339,14606,285,218
0.268595,15730,307,242
0.277311,15708,304,238
0.294355,18104,321,248
0.300395,19228,329,253
0.251908,17292,328,262
0.265152,18480,334,264
0.257463,18492,337,268
0.261993,19241,342,271
0.256055,21386,363,289
0.244898,21168,366,294
0.262295,24400,385,305
0.270968,26040,394,310
0.321767,32334,419,317
0.304615,32175,424,325
0.371711,34352,417,304
0.322684,31613,414,313
0.308642,32400,424,324
0.309598,32300,423,323
0.330128,32136,415,312
0.334395,32970,419,314
0.346875,35520,431,320
0.343653,35853,434,323
0.338415,36408,439,328
0.346626,36838,439,326
0.350769,37050,439,325
0.352239,39530,453,335
0.346939,40817,462,343
0.365559,40051,452,331
0.354545,38610,447,330
0.384127,38115,436,315
0.35277,41503,464,343
0.362832,41697,462,339
0.365269,40748,456,334
0.380368,40424,450,326
0.364179,40870,457,335
0.352601,42212,468,346
0.357746,45085,482,355
0.407738,46032,473,336
0.40597,45560,471,335
0.410714,46368,474,336
0.407738,46032,473,336
0.376506,41500,457,332
0.381818,41580,456,330
0.389728,42699,460,331
0.387879,42240,458,330
0.355932,44604,480,354
0.350829,45974,489,362
0.376731,49096,497,361
0.372549,47481,490,357
0.368421,48013,494,361
0.400585,46854,479,342
0.38292,50457,502,363
0.384615,50960,504,364
0.409091,50688,496,352
0.41954,50808,494,348
0.433048,53352,503,351
0.394667,55500,523,375
0.422222,54720,512,360
0.411765,57596,528,374
0.411141,58435,532,377
0.410468,54087,512,363
0.412742,53789,510,361
0.402204,52998,509,363
0.339474,49020,509,380
0.37467,53818,521,379
0.331579,47880,506,380
0.356955,51816,517,381
0.342037,50173,514,383
0.335038,51221,522,391
0.322335,50038,521,394
0.324742,48888,514,388
0.317136,48484,515,391
0.312183,48462,517,394
0.313131,49104,520,396
0.298795,51460,539,415
0.308271,49077,522,399
0.293976,50630,537,415
0.294258,51414,541,418
0.298507,48240,522,402
0.308458,49848,526,402
0.296837,50142,533,411
0.301205,51875,540,415
0.275779,47955,532,417
0.308458,49848,526,402
0.329177,52932,533,401
0.622727,30140,357,220
0.5875,33840,381,240
0.591667,34080,382,240
0.604167,34800,385,240
0.617647,34986,385,238
0.625,36000,390,240
0.631799,36089,390,239
0.649789,36498,391,237
0.660944,35882,387,233
0.669528,36348,389,233
0.690987,37513,394,233
0.693966,37352,393,232
0.658009,35112,383,231
0.69697,37191,392,231
0.257353,4760,171,136
0.483146,3827,132,89
0.505747,3828,131,87
0.311594,5934,181,138
0.323529,5984,180,136
0.347826,6624,186,138
0.382353,7072,188,136
0.459854,8631,200,137
0.521739,9936,210,138
0.565217,10764,216,138
0.568345,10981,218,139
0.578571,11340,221,140
0.574468,11421,222,141
0.56338,11360,222,142
0.554054,12136,230,148
0.555556,11520,224,144
