0.178571,5040,198,168
0.226415,5724,195,159
0.185393,5874,211,178
0.209581,5845,202,167
0.234637,7518,221,179
0.248555,7439,216,173
0.3,9720,234,180
0.285024,12213,266,207
0.33871,11718,249,186
0.394595,13505,258,185
0.356436,14544,274,202
0.376884,14925,274,199
0.386139,15756,280,202
0.40099,16362,283,202
0.40796,16482,283,201
0.406863,16932,287,204
0.410891,16766,285,202
0.393365,17513,294,211
0.402913,17098,289,206
0.405941,16564,284,202
0.40099,16362,283,202
0.397059,16524,285,204
0.411765,17136,288,204
0.397059,16524,285,204
0.382075,17172,293,212
0.410628,17595,292,207
0.395238,17430,293,210
0.415459,17802,293,207
0.419048,18480,298,210
0.436019,19412,303,211
0.433962,19504,304,212
0.439252,20116,308,214
0.446512,20640,311,215
0.413953,19135,304,215
0.425234,19474,305,214
0.412037,19224,305,216
0.410138,19313,306,217
0.406393,19491,308,219
0.417431,19838,309,218
0.4,19360,308,220
0.406393,19491,308,219
0.4,19360,308,220
0.404545,19580,309,220
0.414414,20424,314,222
0.406114,21297,322,229
0.416667,21660,323,228
0.417391,22080,326,230
0.403361,22848,334,238
0.409283,22989,334,237
0.405858,23183,336,239
0.395918,23765,342,245
0.401674,22944,335,239
0.392562,22990,337,242
0.400826,23474,339,242
0.39834,23136,337,241
0.395062,23328,339,243
0.404959,23716,340,242
0.388889,24696,350,252
0.395918,23765,342,245
0.393443,23424,340,244
0.420408,25235,348,245
0.420408,25235,348,245
0.431452,26536,355,248
0.435484,26784,356,248
0.42,26250,355,250
0.426829,25830,351,246
0.426877,27324,361,253
0.417323,26924,360,254
0.417323,26924,360,254
0.413793,28188,369,261
0.419231,28340,369,260
0.423077,28600,370,260
0.436782,29754,375,261
0.432432,29008,371,259
0.425287,28971,372,261
0.43295,29493,374,261
0.419847,28820,372,262
0.437262,30245,378,263
0.429119,29232,373,261
0.438931,30130,377,262
0.450382,30916,380,262
0.438931,30130,377,262
0.435606,30360,379,264
0.433962,30475,380,265
0.430147,31824,389,272
0.408759,30688,386,274
0.435424,31978,389,271
0.419118,31008,386,272
0.424908,31668,389,273
0.430712,30705,382,267
0.434457,30972,383,267
0.431734,31707,388,271
0.357934,26287,368,271
0.394737,27930,371,266
0.411985,29370,377,267
0.397004,28302,373,267
0.39924,27615,368,263
0.40613,27666,367,261
0.398467,27144,365,261
0.403101,26832,362,258
0.422481,28122,367,258
0.407692,27560,366,260
0.427451,27795,364,255
0.424,26500,356,250
0.441296,26923,356,247
0.465306,27930,359,245
0.44856,26487,352,243
0.527197,30114,365,239
0.461864,25724,345,236
0.432773,24514,341,238
0.561404,29184,356,228
0.566964,28448,351,224
0.587156,27904,346,218
0.609302,28165,346,215
0.61215,28034,345,214
0.616822,28248,346,214
0.674877,27811,340,203
0.676768,26532,332,198
0.655172,26999,336,203
0.647343,27738,341,207
0.64455,28696,347,211
0.486034,15573,266,179
0.454545,15895,272,187
0.452128,15980,273,188
0.457895,16530,277,190
0.452632,16340,276,190
0.420513,15990,277,195
0.402985,16281,282,201
0.426396,16548,281,197
0.433862,15498,271,189
0.445055,14742,263,182
0.476744,14104,254,172
0.488095,13776,250,168
0.481928,13280,246,166
0.487805,13120,244,164
0.5,12800,240,160
0.525974,12474,235,154
0.540541,11840,228,148
0.586207,12325,230,145
0.611111,12672,232,144
0.631206,12549,230,141
0.65942,12558,229,138
0.673913,12834,231,138
0.708955,12730,229,134
0.744361,13167,232,133
0.972603,20732,288,146
0.946309,21009,290,149
0.97931,20590,287,145
0.934641,21879,296,153
1.06569,20002,283,137
1.07299,20139,284,137
1.08824,20128,284,136
1.15441,21352,293,136
1.19549,21147,292,133
1.23256,20511,288,129
1.288,20125,286,125
1.29921,20955,292,127
1.31746,20916,292,126
1.44828,19488,284,116
1.46957,19435,284,115
1.49138,20068,289,116
1.52101,21539,300,119
1.55556,21294,299,117
1.66071,20832,298,112
1.67857,21056,300,112
1.66372,21244,301,113
1.6875,21168,301,112
1.70536,21392,303,112
1.77064,21037,302,109
1.78704,20844,301,108
1.7963,20952,302,108
1.75926,20520,298,108
1.73394,20601,298,109
1.7156,20383,296,109
1.68519,19656,290,108
1.73394,20601,298,109
1.60909,19470,287,110
1.58716,18857,282,109
1.60748,18404,279,107
1.59259,18576,280,108
1.55963,18530,279,109
1.60185,18684,281,108
1.53636,18590,279,110
1.43636,17380,268,110
1.53636,18590,279,110
1.44954,17222,267,109
1.55046,18421,278,109
1.58491,17808,274,106
1.61538,17472,272,104
1.47619,10416,208,84
1.47619,10416,208,84
1.63636,9702,203,77
1.48718,9048,194,78
1.49351,8855,192,77
1.49351,8855,192,77
1.50649,8932,193,77
1.48718,9048,194,78
1.61333,9075,196,75
1.61333,9075,196,75
1.84848,8052,188,66
1.62667,9150,197,75
1.57692,9594,201,78
1.53165,9559,200,79
1.40698,10406,207,86
1.31183,11346,215,93
1.28723,11374,215,94
1.22826,10396,205,92
0.967033,8008,179,91
0.313043,4140,151,115
0.290598,3978,151,117
0.261194,4690,169,134
0.245283,6201,198,159
0.302632,6992,198,152
0.26087,6762,203,161
0.264925,19028,339,268
0.330317,16133,294,221
0.336323,16725,298,223
0.303704,22140,352,270
0.277992,18648,331,259
0.301961,19635,332,255
0.310484,19096,325,248
0.322314,18876,320,242
0.348018,17933,306,227
0.346491,18012,307,228
0.362385,17222,297,218
0.379147,16880,291,211
0.37619,16590,289,210
0.375,16224,286,208
0.386139,15756,280,202
0.588889,19080,286,180
0.4875,12480,238,160
0.458333,12936,245,168
0.414508,15440,273,193
0.434783,14720,264,184
0.461111,14940,263,180
0.424242,16632,282,198
0.475138,15566,267,181
0.428571,16464,280,196
0.494444,16020,269,180
0.497207,15931,268,179
0.505495,16744,274,182
0.486339,16287,272,183
0.497354,17766,283,189
0.536723,16815,272,177
0.548571,16800,271,175
0.558824,16150,265,170
0.586826,16366,265,167
0.606061,16500,265,165
0.616766,17201,270,167
0.740506,18486,275,158
0.730769,17784,270,156
0.818792,18178,271,149
0.836601,19584,281,153
0.914286,17920,268,140
1.0292,19317,278,137
0.87395,12376,223,119
1,20736,288,144
0.971963,11128,211,107
1.03922,10812,208,102
1.06931,10908,209,101
1.09,10900,209,100
1.06122,10192,202,98
1.45217,19205,282,115
1.14737,10355,204,95
1.09574,9682,197,94
1.09474,9880,199,95
1.11765,20672,288,136
1.11702,9870,199,94
1.11828,9672,197,93
1.11702,9870,199,94
1.05102,10094,201,98
1.13333,9180,192,90
1.13187,9373,194,91
1.06522,9016,190,92
1.06593,8827,188,91
1.03226,8928,189,93
1.05376,9114,191,93
1.02062,9603,196,97
1.05435,8924,189,92
1.12644,8526,185,87
0.989362,8742,187,94
1.05618,8366,183,89
1.23077,7488,174,78
1.26667,7125,170,75
1.34722,6984,169,72
1.2973,7104,170,74
1.27273,7546,175,77
1.2439,8364,184,82
1.19481,7084,169,77
1.08247,10185,202,97
1.21053,10925,210,95
1.2,9720,198,90
1.10204,10584,206,98
3.72727,64944,624,132
1.45098,15096,250,102
2.0292,38086,415,137
1.0297,10504,205,101
1.26168,14445,242,107
0.981651,11663,216,109
0.954955,11766,217,111
0.938053,11978,219,113
0.922414,12412,223,116
0.913793,12296,222,116
0.940171,12870,227,117
0.947368,12312,222,114
1.08333,12636,225,108
1.11111,12960,228,108
1.07143,13440,232,112
1.11818,13530,233,110
1.15596,13734,235,109
1.19231,12896,228,104
1.21359,12875,228,103
1.26263,12375,224,99
1.30303,12771,228,99
1.30526,11780,219,95
1.47778,11970,223,90
1.38889,11250,215,90
1.44186,10664,210,86
1.4881,10500,209,84
1.5679,10287,208,81
2.13953,15824,270,86
2.84536,26772,373,97
1.4023,10614,209,87
1.44186,10664,210,86
4.85149,49490,591,101
1.39773,10824,211,88
1.43023,10578,209,86
1.55172,11745,222,87
1.44048,10164,205,84
1.30851,11562,217,94
1.40909,10912,212,88
1.45882,10540,209,85
1.47674,10922,213,86
2.82178,28785,386,101
1.3956,11557,218,91
1.57955,12232,227,88
1.53125,14112,243,96
2.81818,27621,378,99
1.60417,14784,250,96
1.82609,15456,260,92
1.39583,12864,230,96
1.35417,12480,226,96
1.39796,13426,235,98
1.27551,12250,223,98
1.23684,7144,170,76
1.27368,11495,216,95
0.969388,9310,193,98
1.1375,7280,171,80
1.0875,6960,167,80
1.45455,6336,162,66
1.26866,5695,152,67
1.54545,4675,140,55
0.988636,7656,175,88
0.987805,6642,163,82
1.37097,5270,147,62
1.21053,6992,168,76
1.32836,5963,156,67
1.40789,8132,183,76
1.06757,5846,153,74
1,5929,154,77
0.986842,5700,151,76
0.973684,5624,150,76
1.54054,8436,188,74
1.13889,5904,154,72
0.962025,6004,155,79
0.949367,5925,154,79
0.936709,5846,153,79
0.916667,6468,161,84
0.903226,7812,177,93
1,8281,182,91
0.913978,7905,178,93
0.864583,7968,179,96
0.939394,9207,192,99
0.858586,8415,184,99
0.816327,7840,178,98
1.94074,35370,397,135
0.95098,9894,199,102
1.84783,35190,393,138
