93,0.445283,31270,383,265
94,0.465649,31964,384,262
95,0.48659,33147,388,261
96,0.498069,33411,388,259
97,0.529644,33902,387,253
98,0.548,34250,387,250
99,0.552419,33976,385,248
100,0.555556,32805,378,243
101,0.573222,32743,376,239
102,0.573222,32743,376,239
103,0.586498,32943,376,237
104,0.593074,31647,368,231
105,0.596491,31008,364,228
106,0.584071,29832,358,226
107,0.607306,29127,352,219
108,0.62212,29295,352,217
109,0.636792,28620,347,212
110,0.644231,27872,342,208
111,0.666667,27744,340,204
112,0.681818,26730,333,198
113,0.683673,26264,330,196
114,0.692708,25536,325,192
115,0.691489,24440,318,188
116,0.73224,24522,317,183
117,0.707182,23168,309,181
118,0.705556,22860,307,180
119,0.719101,22784,306,178
120,0.707865,22428,304,178
121,0.735294,21250,295,170
122,0.739645,21125,294,169
123,0.742515,20708,291,167
124,0.668639,19097,282,169
125,0.773333,17400,266,150
126,0.821429,16100,255,140
127,0.720779,17094,265,154
128,0.820896,14740,244,134
129,0.708609,16157,258,151
130,0.79845,13287,232,129
131,0.806452,12400,224,124
132,0.808,12625,226,125
133,0.967391,8188,181,92
134,0.911111,7380,172,90
135,0.65,6500,165,100
136,0.585106,5170,149,94
137,0.56044,4641,142,91
