140,0.377892,57183,536,389
141,0.390863,60676,548,394
142,0.412371,62080,548,388
143,0.428941,64242,553,387
144,0.440722,66348,559,388
145,0.45974,68145,562,385
146,0.47644,69524,564,382
147,0.493404,70873,566,379
148,0.519481,77000,585,385
149,0.526316,76000,580,380
150,0.596206,81180,589,369
151,0.649171,85070,597,362
152,0.632184,76560,568,348
153,0.667656,75825,562,337
154,0.706061,76890,563,330
155,0.727554,75905,558,323
156,0.416667,37500,425,300
157,0.459854,34524,400,274
158,0.481481,35100,400,270
159,0.5,35378,399,266
160,0.521073,35496,397,261
161,0.558594,36608,399,256
162,0.891304,67896,522,276
163,0.911111,66420,516,270
164,0.911111,66420,516,270
165,0.94636,64467,508,261
166,0.96875,63488,504,256
167,0.988095,62748,501,252
168,0.996063,64262,507,254
169,1,61009,494,247
170,1.02049,60756,493,244
171,1.04167,60000,490,240
172,1.04184,59511,488,239
173,0.864407,48144,440,236
174,0.892241,48024,439,232
175,0.887446,47355,436,231
176,0.89083,46716,433,229
177,0.894737,46512,432,228
178,0.912281,47424,436,228
179,0.911894,46989,434,227
180,0.964912,50160,448,228
181,0.899123,46740,433,228
182,0.9163,47216,435,227
183,0.903509,46968,434,228
184,0.907895,47196,435,228
185,0.754386,39216,400,228
186,0.747826,39560,402,230
187,0.701299,37422,393,231
188,0.709251,36547,388,227
189,0.703057,36869,390,229
190,0.669565,35420,384,230
191,0.643154,37355,396,241
192,0.649789,36498,391,237
193,0.6375,36720,393,240
194,0.627049,37332,397,244
195,0.610442,37848,401,249
196,0.596078,38760,407,255
197,0.593023,39474,411,258
198,0.586207,39933,414,261
199,0.576779,41118,421,267
200,0.568266,41734,425,271
201,0.555556,43245,434,279
202,0.54007,44485,442,287
203,0.52901,45415,448,293
204,0.508306,46053,454,301
205,0.493464,46206,457,306
206,0.490446,48356,468,314
207,0.476923,50375,480,325
208,0.537313,60300,515,335
209,1.06881,50794,451,218
210,1.00873,52899,460,229
211,0.627841,77792,573,352
212,0.600559,76970,573,358
213,0.557377,74664,570,366
214,0.603659,64944,526,328
215,0.654902,42585,422,255
216,0.634538,39342,407,249
217,0.58871,36208,394,248
218,0.57377,34160,384,244
219,0.575,33120,378,240
220,0.554622,31416,370,238
221,0.521008,29512,362,238
222,0.525424,29264,360,236
223,0.508547,27846,353,234
224,0.532468,28413,354,231
225,0.556034,29928,361,232
