5,0.225166,5134,185,151
6,0.194872,7410,233,195
7,0.285024,12213,266,207
8,0.213592,9064,250,206
9,0.331754,14770,281,211
10,0.333333,15123,284,213
11,0.347619,15330,283,210
12,0.375587,17040,293,213
13,0.378505,17334,295,214
14,0.406542,18618,301,214
15,0.415459,17802,293,207
16,0.410377,18444,299,212
17,0.42723,19383,304,213
18,0.425926,19872,308,216
19,0.423963,19964,309,217
20,0.447005,21049,314,217
21,0.434389,21216,317,221
22,0.445946,21978,321,222
23,0.446429,22400,324,224
24,0.448889,22725,326,225
25,0.442478,22600,326,226
26,0.462555,23835,332,227
27,0.469565,24840,338,230
28,0.475983,24961,338,229
29,0.465517,25056,340,232
30,0.469565,24840,338,230
31,0.467811,25397,342,233
32,0.46383,25615,344,235
33,0.452675,26730,353,243
34,0.44898,26950,355,245
35,0.443548,27280,358,248
36,0.444444,28224,364,252
37,0.409594,30081,382,271
38,0.41573,29637,378,267
39,0.416058,31236,388,274
40,0.402098,32890,401,286
41,0.403448,33930,407,290
42,0.413793,34800,410,290
43,0.408163,35280,414,294
44,0.410774,36234,419,297
45,0.426667,38400,428,300
46,0.447368,41344,440,304
47,0.455446,41814,441,303
48,0.471947,43329,446,303
49,0.472131,43920,449,305
50,0.320261,29988,404,306
51,0.325949,32548,419,316
52,0.344828,35090,429,319
53,0.353312,35504,429,317
54,0.321767,32334,419,317
55,0.3875,39680,444,320
56,0.340625,34880,429,320
57,0.353125,36160,433,320
58,0.345679,36288,436,324
59,0.322884,32857,422,319
60,0.365625,37440,437,320
61,0.366154,38675,444,325
62,0.363636,39600,450,330
63,0.370821,40138,451,329
64,0.364742,39480,449,329
65,0.377358,38160,438,318
66,0.383648,38796,440,318
67,0.376176,38280,439,319
68,0.373041,37961,438,319
69,0.376947,38841,442,321
70,0.393189,41021,450,323
71,0.377246,42084,460,334
72,0.366667,26730,369,270
73,0.383764,28184,375,271
74,0.373626,27846,375,273
75,0.389706,28832,378,272
76,0.380952,28392,377,273
77,0.377289,28119,376,273
78,0.369963,27573,374,273
79,0.367647,27200,372,272
80,0.373626,27846,375,273
81,0.373626,27846,375,273
82,0.376384,27642,373,271
83,0.376866,27068,369,268
84,0.382022,27234,369,267
85,0.384906,27030,367,265

